job_id,title,sector,description,required_skills,experience_level,company_type,location
JOB_02471,Mid-Level Technical Artist,Oyun Geliştirme,"Mid-Level seviyede Technical Artist pozisyonu için başvuruları kabul ediyoruz. Scale-up olarak Oyun Geliştirme alanında öncü projeler geliştiriyoruz. Aranan nitelikler: Performance Optimization, C#, Game AI, Unreal Engine, Animation, Shader Programming, 3D Modeling. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","Performance Optimization, C#, Game AI, Unreal Engine, Animation, Shader Programming, 3D Modeling",Mid-Level,Scale-up,İzmir
JOB_02472,Lead Growth Hacker,E-Ticaret,"E-Ticaret sektöründe faaliyet gösteren Danışmanlık Firması'ümüz için Lead Growth Hacker pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: SEO, CRM, Shopify, A/B Testing, Google Analytics konularında deneyim. Ayrıca Conversion Optimization, User Experience Design, Magento teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","SEO, CRM, Shopify, A/B Testing, Google Analytics, Conversion Optimization, User Experience Design, Magento",Lead,Danışmanlık Firması,Hybrid
JOB_02473,Senior FPGA Developer,IoT ve Gömülü Sistemler,"Scale-up bünyesinde görev yapacak Senior seviye FPGA Developer arıyoruz. IoT ve Gömülü Sistemler alanında deneyimli, Arduino, C, RTOS teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Arduino, C, RTOS, Embedded Linux, PCB Design, Raspberry Pi, C++, Circuit Design, Wireless Communication, Sensor Integration, Python. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Arduino, C, RTOS, Embedded Linux, PCB Design, Raspberry Pi, C++, Circuit Design, Wireless Communication, Sensor Integration, Python",Senior,Scale-up,Ankara
JOB_02474,Principal CISO,Siber Güvenlik,"Principal seviyede CISO pozisyonu için başvuruları kabul ediyoruz. Startup olarak Siber Güvenlik alanında öncü projeler geliştiriyoruz. Aranan nitelikler: Firewall, OWASP, Incident Response, Penetration Testing, Vulnerability Assessment, Wireshark. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","Firewall, OWASP, Incident Response, Penetration Testing, Vulnerability Assessment, Wireshark",Principal,Startup,Ankara
JOB_02475,Lead Security Analyst,Siber Güvenlik,"Teknoloji Devi bünyesinde görev yapacak Lead seviye Security Analyst arıyoruz. Siber Güvenlik alanında deneyimli, Security Auditing, OWASP, Penetration Testing teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Security Auditing, OWASP, Penetration Testing, Network Security, Wireshark. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Security Auditing, OWASP, Penetration Testing, Network Security, Wireshark",Lead,Teknoloji Devi,İzmir
JOB_02476,Lead Penetration Tester,Siber Güvenlik,"Siber Güvenlik sektöründe faaliyet gösteren Kurumsal Firma'ümüz için Lead Penetration Tester pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Security Auditing, Vulnerability Assessment, Incident Response, Network Security, SIEM konularında deneyim. Ayrıca Burp Suite, Wireshark, Firewall teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Security Auditing, Vulnerability Assessment, Incident Response, Network Security, SIEM, Burp Suite, Wireshark, Firewall",Lead,Kurumsal Firma,Ankara
JOB_02477,Junior Cloud Security Specialist,Bulut Bilişim,"Bulut Bilişim sektöründe faaliyet gösteren Kurumsal Firma'ümüz için Junior Cloud Security Specialist pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Kubernetes, CloudFormation, Lambda, Cloud Security, Cost Optimization konularında deneyim. Ayrıca S3, EC2, Docker, Google Cloud, Serverless Architecture, Azure teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Kubernetes, CloudFormation, Lambda, Cloud Security, Cost Optimization, S3, EC2, Docker, Google Cloud, Serverless Architecture, Azure",Junior,Kurumsal Firma,Hybrid
JOB_02478,Principal Growth Hacker,E-Ticaret,"Kurumsal Firma bünyesinde görev yapacak Principal seviye Growth Hacker arıyoruz. E-Ticaret alanında deneyimli, SEO, Conversion Optimization, Inventory Management teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: SEO, Conversion Optimization, Inventory Management, Product Management, Payment Integration, Shopify, Magento. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","SEO, Conversion Optimization, Inventory Management, Product Management, Payment Integration, Shopify, Magento",Principal,Kurumsal Firma,Hybrid
JOB_02479,Junior Data Engineer,Veri Bilimi,"Junior seviyede Data Engineer pozisyonu için başvuruları kabul ediyoruz. Kurumsal Firma olarak Veri Bilimi alanında öncü projeler geliştiriyoruz. Aranan nitelikler: Power BI, ETL, R, Tableau, Pandas, A/B Testing, Scikit-learn, SQL, Apache Spark, Data Visualization. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","Power BI, ETL, R, Tableau, Pandas, A/B Testing, Scikit-learn, SQL, Apache Spark, Data Visualization",Junior,Kurumsal Firma,İzmir
JOB_02480,Lead AI/ML Engineer,Yapay Zeka,"Danışmanlık Firması bünyesinde görev yapacak Lead seviye AI/ML Engineer arıyoruz. Yapay Zeka alanında deneyimli, Model Deployment, Hugging Face, TensorFlow teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Model Deployment, Hugging Face, TensorFlow, GPT, Reinforcement Learning, BERT, Feature Engineering. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Model Deployment, Hugging Face, TensorFlow, GPT, Reinforcement Learning, BERT, Feature Engineering",Lead,Danışmanlık Firması,Hybrid
JOB_02481,Senior AI/ML Engineer,Yapay Zeka,"Ar-Ge Merkezi bünyesinde görev yapacak Senior seviye AI/ML Engineer arıyoruz. Yapay Zeka alanında deneyimli, Computer Vision, Transformers, MLOps teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Computer Vision, Transformers, MLOps, Feature Engineering, BERT, PyTorch, Python, Keras, NLP, Reinforcement Learning. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Computer Vision, Transformers, MLOps, Feature Engineering, BERT, PyTorch, Python, Keras, NLP, Reinforcement Learning",Senior,Ar-Ge Merkezi,Remote
JOB_02482,Senior Clinical Data Analyst,Sağlık Teknolojileri,"Senior seviyede Clinical Data Analyst pozisyonu için başvuruları kabul ediyoruz. Uluslararası Şirket olarak Sağlık Teknolojileri alanında öncü projeler geliştiriyoruz. Aranan nitelikler: HL7, Clinical Data Management, Medical Imaging, R, Telemedicine Platforms, FHIR. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","HL7, Clinical Data Management, Medical Imaging, R, Telemedicine Platforms, FHIR",Senior,Uluslararası Şirket,İzmir
JOB_02483,Junior Penetration Tester,Siber Güvenlik,"Siber Güvenlik sektöründe faaliyet gösteren Ar-Ge Merkezi'ümüz için Junior Penetration Tester pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Burp Suite, Cryptography, Wireshark, Network Security, SIEM konularında deneyim. Ayrıca Kali Linux, Penetration Testing teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Burp Suite, Cryptography, Wireshark, Network Security, SIEM, Kali Linux, Penetration Testing",Junior,Ar-Ge Merkezi,Ankara
JOB_02484,Junior Algorithmic Trader,Finans Teknolojileri,"Finans Teknolojileri sektöründe faaliyet gösteren Teknoloji Devi'ümüz için Junior Algorithmic Trader pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Java, Blockchain, SQL, Python, Regulatory Compliance konularında deneyim. Ayrıca Risk Modeling, Payment Gateway Integration teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Java, Blockchain, SQL, Python, Regulatory Compliance, Risk Modeling, Payment Gateway Integration",Junior,Teknoloji Devi,Remote
JOB_02485,Principal Firmware Engineer,IoT ve Gömülü Sistemler,"Teknoloji Devi bünyesinde görev yapacak Principal seviye Firmware Engineer arıyoruz. IoT ve Gömülü Sistemler alanında deneyimli, PCB Design, C, Arduino teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: PCB Design, C, Arduino, RTOS, Wireless Communication. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","PCB Design, C, Arduino, RTOS, Wireless Communication",Principal,Teknoloji Devi,Ankara
JOB_02486,Senior Penetration Tester,Siber Güvenlik,"Siber Güvenlik sektöründe faaliyet gösteren Kurumsal Firma'ümüz için Senior Penetration Tester pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Network Security, Penetration Testing, OWASP, Wireshark, Kali Linux konularında deneyim. Ayrıca Incident Response, SIEM, Vulnerability Assessment, Security Auditing, Firewall, Cryptography teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Network Security, Penetration Testing, OWASP, Wireshark, Kali Linux, Incident Response, SIEM, Vulnerability Assessment, Security Auditing, Firewall, Cryptography",Senior,Kurumsal Firma,İstanbul
JOB_02487,Principal Penetration Tester,Siber Güvenlik,"Ar-Ge Merkezi bünyesinde görev yapacak Principal seviye Penetration Tester arıyoruz. Siber Güvenlik alanında deneyimli, Burp Suite, SIEM, Incident Response teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Burp Suite, SIEM, Incident Response, Vulnerability Assessment, OWASP, Network Security, Penetration Testing, Firewall, Security Auditing, Cryptography, Kali Linux. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Burp Suite, SIEM, Incident Response, Vulnerability Assessment, OWASP, Network Security, Penetration Testing, Firewall, Security Auditing, Cryptography, Kali Linux",Principal,Ar-Ge Merkezi,İstanbul
JOB_02488,Mid-Level AI/ML Engineer,Yapay Zeka,"Teknoloji Devi bünyesinde görev yapacak Mid-Level seviye AI/ML Engineer arıyoruz. Yapay Zeka alanında deneyimli, Hugging Face, MLOps, Feature Engineering teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Hugging Face, MLOps, Feature Engineering, Keras, NLP, TensorFlow. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Hugging Face, MLOps, Feature Engineering, Keras, NLP, TensorFlow",Mid-Level,Teknoloji Devi,İstanbul
JOB_02489,Principal Business Intelligence Analyst,Veri Bilimi,"Principal seviyede Business Intelligence Analyst pozisyonu için başvuruları kabul ediyoruz. Ar-Ge Merkezi olarak Veri Bilimi alanında öncü projeler geliştiriyoruz. Aranan nitelikler: R, SQL, Power BI, Tableau, Data Visualization, Python, Statistical Analysis, Hadoop, A/B Testing. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","R, SQL, Power BI, Tableau, Data Visualization, Python, Statistical Analysis, Hadoop, A/B Testing",Principal,Ar-Ge Merkezi,Remote
JOB_02490,Senior Bioinformatics Scientist,Sağlık Teknolojileri,"Senior seviyede Bioinformatics Scientist pozisyonu için başvuruları kabul ediyoruz. Scale-up olarak Sağlık Teknolojileri alanında öncü projeler geliştiriyoruz. Aranan nitelikler: FHIR, Telemedicine Platforms, HL7, HIPAA Compliance, Clinical Data Management, R. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","FHIR, Telemedicine Platforms, HL7, HIPAA Compliance, Clinical Data Management, R",Senior,Scale-up,Ankara
JOB_02491,Lead Security Analyst,Siber Güvenlik,"Siber Güvenlik sektöründe faaliyet gösteren Teknoloji Devi'ümüz için Lead Security Analyst pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Penetration Testing, Incident Response, SIEM, Firewall, Vulnerability Assessment konularında deneyim. Ayrıca Wireshark, Security Auditing, OWASP teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Penetration Testing, Incident Response, SIEM, Firewall, Vulnerability Assessment, Wireshark, Security Auditing, OWASP",Lead,Teknoloji Devi,İstanbul
JOB_02492,Junior Algorithmic Trader,Finans Teknolojileri,"Uluslararası Şirket bünyesinde görev yapacak Junior seviye Algorithmic Trader arıyoruz. Finans Teknolojileri alanında deneyimli, Python, Smart Contracts, Payment Gateway Integration teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Python, Smart Contracts, Payment Gateway Integration, Java, Solidity. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Python, Smart Contracts, Payment Gateway Integration, Java, Solidity",Junior,Uluslararası Şirket,Hybrid
JOB_02493,Junior Unreal Engine Developer,Oyun Geliştirme,"Kurumsal Firma bünyesinde görev yapacak Junior seviye Unreal Engine Developer arıyoruz. Oyun Geliştirme alanında deneyimli, Unreal Engine, C++, Animation teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Unreal Engine, C++, Animation, C#, Unity. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Unreal Engine, C++, Animation, C#, Unity",Junior,Kurumsal Firma,İzmir
JOB_02494,Senior Risk Analyst,Finans Teknolojileri,"Finans Teknolojileri sektöründe faaliyet gösteren Uluslararası Şirket'ümüz için Senior Risk Analyst pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Financial Analysis, Java, Solidity, SQL, Algorithmic Trading konularında deneyim. Ayrıca  teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Financial Analysis, Java, Solidity, SQL, Algorithmic Trading",Senior,Uluslararası Şirket,İzmir
JOB_02495,Lead Software Architect,Yazılım Geliştirme,"Uluslararası Şirket bünyesinde görev yapacak Lead seviye Software Architect arıyoruz. Yazılım Geliştirme alanında deneyimli, Go, GraphQL, Agile teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Go, GraphQL, Agile, Java, C++, JavaScript, Node.js, CI/CD, Microservices, MongoDB. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Go, GraphQL, Agile, Java, C++, JavaScript, Node.js, CI/CD, Microservices, MongoDB",Lead,Uluslararası Şirket,Ankara
JOB_02496,Principal Technical Artist,Oyun Geliştirme,"Danışmanlık Firması bünyesinde görev yapacak Principal seviye Technical Artist arıyoruz. Oyun Geliştirme alanında deneyimli, Unreal Engine, Animation, Unity teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Unreal Engine, Animation, Unity, Blender, Shader Programming, Game Physics. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Unreal Engine, Animation, Unity, Blender, Shader Programming, Game Physics",Principal,Danışmanlık Firması,Ankara
JOB_02497,Lead Robotics Engineer,IoT ve Gömülü Sistemler,"Lead seviyede Robotics Engineer pozisyonu için başvuruları kabul ediyoruz. Ar-Ge Merkezi olarak IoT ve Gömülü Sistemler alanında öncü projeler geliştiriyoruz. Aranan nitelikler: C, Embedded Linux, PCB Design, RTOS, Microcontrollers, Circuit Design, Python, Arduino. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","C, Embedded Linux, PCB Design, RTOS, Microcontrollers, Circuit Design, Python, Arduino",Lead,Ar-Ge Merkezi,İzmir
JOB_02498,Lead Clinical Data Analyst,Sağlık Teknolojileri,"Uluslararası Şirket bünyesinde görev yapacak Lead seviye Clinical Data Analyst arıyoruz. Sağlık Teknolojileri alanında deneyimli, Telemedicine Platforms, Electronic Health Records, Medical Imaging teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Telemedicine Platforms, Electronic Health Records, Medical Imaging, Python, FHIR, Bioinformatics, Clinical Data Management, HL7, R, HIPAA Compliance. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Telemedicine Platforms, Electronic Health Records, Medical Imaging, Python, FHIR, Bioinformatics, Clinical Data Management, HL7, R, HIPAA Compliance",Lead,Uluslararası Şirket,İzmir
JOB_02499,Junior Cloud Engineer,Bulut Bilişim,"Teknoloji Devi bünyesinde görev yapacak Junior seviye Cloud Engineer arıyoruz. Bulut Bilişim alanında deneyimli, Azure, Docker, Serverless Architecture teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Azure, Docker, Serverless Architecture, AWS, EC2, Lambda, Cost Optimization, S3, Kubernetes, Cloud Security, Terraform, CloudFormation. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Azure, Docker, Serverless Architecture, AWS, EC2, Lambda, Cost Optimization, S3, Kubernetes, Cloud Security, Terraform, CloudFormation",Junior,Teknoloji Devi,Remote
JOB_02500,Lead Growth Hacker,E-Ticaret,"Kurumsal Firma bünyesinde görev yapacak Lead seviye Growth Hacker arıyoruz. E-Ticaret alanında deneyimli, Payment Integration, CRM, Inventory Management teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Payment Integration, CRM, Inventory Management, Product Management, User Experience Design, Conversion Optimization, Google Analytics. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Payment Integration, CRM, Inventory Management, Product Management, User Experience Design, Conversion Optimization, Google Analytics",Lead,Kurumsal Firma,Remote
JOB_02501,Junior Growth Hacker,E-Ticaret,"E-Ticaret sektöründe faaliyet gösteren Ar-Ge Merkezi'ümüz için Junior Growth Hacker pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Magento, A/B Testing, Inventory Management, Conversion Optimization, User Experience Design konularında deneyim. Ayrıca CRM, Google Analytics, Payment Integration, Product Management teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Magento, A/B Testing, Inventory Management, Conversion Optimization, User Experience Design, CRM, Google Analytics, Payment Integration, Product Management",Junior,Ar-Ge Merkezi,İzmir
JOB_02502,Junior Product Manager,E-Ticaret,"E-Ticaret sektöründe faaliyet gösteren Scale-up'ümüz için Junior Product Manager pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Google Analytics, Inventory Management, Shopify, SEO, CRM konularında deneyim. Ayrıca A/B Testing, User Experience Design, Payment Integration, Magento teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Google Analytics, Inventory Management, Shopify, SEO, CRM, A/B Testing, User Experience Design, Payment Integration, Magento",Junior,Scale-up,Remote
JOB_02503,Mid-Level Kubernetes Engineer,Bulut Bilişim,"Bulut Bilişim sektöründe faaliyet gösteren Teknoloji Devi'ümüz için Mid-Level Kubernetes Engineer pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Terraform, Lambda, CloudFormation, Cost Optimization, Google Cloud konularında deneyim. Ayrıca Serverless Architecture, Docker, AWS, Kubernetes, EC2, S3, Cloud Security teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Terraform, Lambda, CloudFormation, Cost Optimization, Google Cloud, Serverless Architecture, Docker, AWS, Kubernetes, EC2, S3, Cloud Security",Mid-Level,Teknoloji Devi,İzmir
JOB_02504,Principal Unreal Engine Developer,Oyun Geliştirme,"Kurumsal Firma bünyesinde görev yapacak Principal seviye Unreal Engine Developer arıyoruz. Oyun Geliştirme alanında deneyimli, Game Physics, 3D Modeling, Multiplayer Systems teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Game Physics, 3D Modeling, Multiplayer Systems, Performance Optimization, Shader Programming, Blender, C#, Unity, C++, Animation, Unreal Engine. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Game Physics, 3D Modeling, Multiplayer Systems, Performance Optimization, Shader Programming, Blender, C#, Unity, C++, Animation, Unreal Engine",Principal,Kurumsal Firma,Ankara
JOB_02505,Mid-Level Mobile Developer,Yazılım Geliştirme,"Yazılım Geliştirme sektöründe faaliyet gösteren Startup'ümüz için Mid-Level Mobile Developer pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: REST API, GraphQL, React, Git, Docker konularında deneyim. Ayrıca CI/CD, Node.js, Python, JavaScript, Go, PostgreSQL, Kubernetes teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","REST API, GraphQL, React, Git, Docker, CI/CD, Node.js, Python, JavaScript, Go, PostgreSQL, Kubernetes",Mid-Level,Startup,İstanbul
JOB_02506,Junior Cloud Engineer,Bulut Bilişim,"Junior seviyede Cloud Engineer pozisyonu için başvuruları kabul ediyoruz. Danışmanlık Firması olarak Bulut Bilişim alanında öncü projeler geliştiriyoruz. Aranan nitelikler: Docker, Azure, Kubernetes, S3, Google Cloud, Cloud Security, Serverless Architecture, EC2, CloudFormation. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","Docker, Azure, Kubernetes, S3, Google Cloud, Cloud Security, Serverless Architecture, EC2, CloudFormation",Junior,Danışmanlık Firması,Remote
JOB_02507,Lead Data Scientist,Veri Bilimi,"Teknoloji Devi bünyesinde görev yapacak Lead seviye Data Scientist arıyoruz. Veri Bilimi alanında deneyimli, Pandas, R, NumPy teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Pandas, R, NumPy, TensorFlow, Python, A/B Testing, Statistical Analysis, ETL, Tableau, Data Visualization, Power BI. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Pandas, R, NumPy, TensorFlow, Python, A/B Testing, Statistical Analysis, ETL, Tableau, Data Visualization, Power BI",Lead,Teknoloji Devi,Remote
JOB_02508,Senior Frontend Developer,Yazılım Geliştirme,"Senior seviyede Frontend Developer pozisyonu için başvuruları kabul ediyoruz. Kurumsal Firma olarak Yazılım Geliştirme alanında öncü projeler geliştiriyoruz. Aranan nitelikler: Microservices, GraphQL, Kubernetes, Java, MongoDB, Node.js, PostgreSQL, C++, Redis. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","Microservices, GraphQL, Kubernetes, Java, MongoDB, Node.js, PostgreSQL, C++, Redis",Senior,Kurumsal Firma,İzmir
JOB_02509,Lead SOC Analyst,Siber Güvenlik,"Lead seviyede SOC Analyst pozisyonu için başvuruları kabul ediyoruz. Startup olarak Siber Güvenlik alanında öncü projeler geliştiriyoruz. Aranan nitelikler: Network Security, Firewall, Cryptography, Kali Linux, Security Auditing, SIEM, Vulnerability Assessment, OWASP, Incident Response. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","Network Security, Firewall, Cryptography, Kali Linux, Security Auditing, SIEM, Vulnerability Assessment, OWASP, Incident Response",Lead,Startup,Remote
JOB_02510,Junior Health Informatics Specialist,Sağlık Teknolojileri,"Scale-up bünyesinde görev yapacak Junior seviye Health Informatics Specialist arıyoruz. Sağlık Teknolojileri alanında deneyimli, FHIR, Telemedicine Platforms, Python teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: FHIR, Telemedicine Platforms, Python, Bioinformatics, Clinical Data Management. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","FHIR, Telemedicine Platforms, Python, Bioinformatics, Clinical Data Management",Junior,Scale-up,Remote
JOB_02511,Principal NLP Engineer,Yapay Zeka,"Principal seviyede NLP Engineer pozisyonu için başvuruları kabul ediyoruz. Uluslararası Şirket olarak Yapay Zeka alanında öncü projeler geliştiriyoruz. Aranan nitelikler: Hugging Face, Transformers, Reinforcement Learning, PyTorch, TensorFlow, Computer Vision, Keras, GPT, Deep Learning, Feature Engineering, Model Deployment, MLOps. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","Hugging Face, Transformers, Reinforcement Learning, PyTorch, TensorFlow, Computer Vision, Keras, GPT, Deep Learning, Feature Engineering, Model Deployment, MLOps",Principal,Uluslararası Şirket,İstanbul
JOB_02512,Lead Firmware Engineer,IoT ve Gömülü Sistemler,"Startup bünyesinde görev yapacak Lead seviye Firmware Engineer arıyoruz. IoT ve Gömülü Sistemler alanında deneyimli, Arduino, C, Sensor Integration teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Arduino, C, Sensor Integration, Wireless Communication, C++, Embedded Linux, Raspberry Pi, Python. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Arduino, C, Sensor Integration, Wireless Communication, C++, Embedded Linux, Raspberry Pi, Python",Lead,Startup,Hybrid
JOB_02513,Mid-Level Data Scientist,Veri Bilimi,"Mid-Level seviyede Data Scientist pozisyonu için başvuruları kabul ediyoruz. Uluslararası Şirket olarak Veri Bilimi alanında öncü projeler geliştiriyoruz. Aranan nitelikler: Python, Pandas, NumPy, Tableau, Apache Spark, Data Visualization, Statistical Analysis, Hadoop, ETL. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","Python, Pandas, NumPy, Tableau, Apache Spark, Data Visualization, Statistical Analysis, Hadoop, ETL",Mid-Level,Uluslararası Şirket,Remote
